raw_date,raw_merchant,raw_amount,true_category,true_date,true_amount
2025-02-06,SHELL PETROL 6752,-?17.43,Transport,2025-02-06,17.43
2025-05-02,ALDI STORE 5342,-44.96,Groceries,2025-05-02,44.96
2024-09-09,AMZN PRIME MEMBER,-10.48,Entertainment & Subscriptions,2024-09-09,10.48
2023-03-29,Tesco Store #7815,-55.18,Groceries,2023-03-29,55.18
2023-03-26,Steam Games Purchase,-26.47,Entertainment & Subscriptions,2023-03-26,26.47
15/12/2023,tesco express,-?40.80,Groceries,2023-12-15,40.8
2025-01-26,Tesco Express,33.69,Groceries,2025-01-26,33.69
"Jul 11, 2023",ALDI IRELAND GMBH,-?102.52,Groceries,2023-07-11,102.52
2024-04-26,Boojum Burrito SWORDS,-36.88,Dining & Takeaway,2024-04-26,36.88
2025-04-17,SuperValu SWORDS,-39.98,Groceries,2025-04-17,39.98
2023-05-25,dunnes stores cork,-?62.72,Groceries,2023-05-25,62.72
2024-12-24,Nandos DUNDALK,-19.26,Dining & Takeaway,2024-12-24,19.26
28/02/2024,tesco extra galway,-?76.68,Groceries,2024-02-28,76.68
07/05/2023,ALDI STORE 7577,-41.78,Groceries,2023-05-07,41.78
2023.09.29,ALDI IRELAND GMBH,60.80,Groceries,2023-09-29,60.8
08/03/2025,LIDL IRELAND,-?46.67,Groceries,2025-03-08,46.67
2024-11-14,JUST EAT 1106,9.67,Dining & Takeaway,2024-11-14,9.67
2023-08-21,penneys primark limerick,-18.39,Shopping,2023-08-21,18.39
28/11/2024,THE LOCAL PUB & GRILL,-37.30,Dining & Takeaway,2024-11-28,37.3
2024-01-15,Dublin Bus 4029,-11.58,Transport,2024-01-15,11.58
2025-04-01,odeon cinemas galway,-20.06,Entertainment & Subscriptions,2025-04-01,20.06
2025-03-02,Dentist Clinic Dublin,20.50,Health & Fitness,2025-03-02,20.5
2023-06-02,SPAR EXPRESS BRAY,-64.82,Groceries,2023-06-02,64.82
2024-05-28,applegreen motorway services,-2.40,Transport,2024-05-28,2.4
2024-01-26,boots healthcare dundalk,-12.00,Health & Fitness,2024-01-26,12.0
26/11/2023,  Gourmet Burger Kitchen   ,-?8.03,Dining & Takeaway,2023-11-26,8.03
11/08/2023,UBER *TRIP 9564,-?59.93,Transport,2023-08-11,59.93
2024-06-07,YOUTUBE PREMIUM,?23.97,Entertainment & Subscriptions,2024-06-07,23.97
2024.07.23,TESCO EXTRA GALWAY,-?75.87,Groceries,2024-07-23,75.87
07/12/2024,tesco extra cork,?12.84,Groceries,2024-12-07,12.84
2025-03-31,Just Eat 5122,-11.26,Dining & Takeaway,2025-03-31,11.26
2024-07-20,  DELIVEROO.IE *3723   ,-?35.64,Dining & Takeaway,2024-07-20,35.64
26/10/2023,SPAR EXPRESS LIMERICK,-63.14,Groceries,2023-10-26,63.14
2025-04-15,  DUNNES STORES CORK   ,-13.37,Groceries,2025-04-15,13.37
2024-12-07,TESCO EXTRA DUNDALK,-149.97,Groceries,2024-12-07,149.97
2023-04-30,ALDI IRELAND GMBH,-?92.52,Groceries,2023-04-30,92.52
"May 08, 2023",Amzn Mktp Uk*1960,63.14 EUR,Shopping,2023-05-08,63.14
2024-10-05,  ALDI IRELAND GMBH   ,55.97,Groceries,2024-10-05,55.97
2023.04.26,CIRCLE K DUBLIN,-?12.06,Transport,2023-04-26,12.06
"Jul 11, 2024",Starbucks Coffee #6674,-3.80,Dining & Takeaway,2024-07-11,3.8
20/05/2025,IKEA DUBLIN STORE,?82.19,Shopping,2025-05-20,82.19
27/02/2025,Spar Express Dundalk,-?54.17,Groceries,2025-02-27,54.17
"Mar 03, 2025",UBER *TRIP 6744,-?2.40,Transport,2025-03-03,2.4
2025-03-06,dunnes stores limerick,-94.54,Groceries,2025-03-06,94.54
2024-06-15,council tax payment,?35.60,Utilities & Bills,2024-06-15,35.6
2023-10-15,Penneys Primark Cork,-?142.56,Shopping,2023-10-15,142.56
"Mar 22, 2023",  CIRCLE K CORK   ,-?13.04,Transport,2023-03-22,13.04
"Jul 10, 2024",ALDI IRELAND GMBH,,Groceries,2024-07-10,18.57
2024.10.05,Gourmet Burger Kitchen,,Dining & Takeaway,2024-10-05,49.82
08/05/2025,Tesco Express,-99.48,Groceries,2025-05-08,99.48
14/04/2025,  Council Tax Payment   ,-?35.00,Utilities & Bills,2025-04-14,35.0
2024-11-01,marks & spencer food,50.00 EUR,Groceries,2024-11-01,50.0
25/10/2023,just eat 9254,-53.27,Dining & Takeaway,2023-10-25,53.27
2023-12-08,ELECTRIC IRELAND DD,-70.99,Utilities & Bills,2023-12-08,70.99
26/03/2025,LIDL IRELAND,?78.59,Groceries,2025-03-26,78.59
2024-01-30,Physiotherapy Care Dublin,?64.80,Health & Fitness,2024-01-30,64.8
2024-03-07,  THE LOCAL PUB & GRILL   ,-?27.16,Dining & Takeaway,2024-03-07,27.16
2024-03-22,marks & spencer food,45.77,Groceries,2024-03-22,45.77
15/01/2023,Tesco Store #8976,-8.50,Groceries,2023-01-15,8.5
11/10/2023,Marks & Spencer Food,?48.29,Groceries,2023-10-11,48.29
2023-01-31,Physiotherapy Care Dublin,,Health & Fitness,2023-01-31,50.44
2025-06-26,tesco extra kilkenny,?28.67,Groceries,2025-06-26,28.67
12/01/2025,Marks & Spencer Food,-?33.89,Groceries,2025-01-12,33.89
29/01/2025,tesco express,?67.21,Groceries,2025-01-29,67.21
2023.05.06,  BOOKING.COM HOTEL   ,108.43 EUR,Travel,2023-05-06,108.43
08/02/2023,  Starbucks Coffee #3838   ,-?18.46,Dining & Takeaway,2023-02-08,18.46
2023-01-06,irish rail online,-27.60,Transport,2023-01-06,27.6
16/04/2023,airbnb * 5879,275.14,Travel,2023-04-16,275.14
2023-04-25,ALDI IRELAND GMBH,-46.95,Groceries,2023-04-25,46.95
22/01/2025,THE LOCAL PUB & GRILL,-3.80,Dining & Takeaway,2025-01-22,3.8
2024-01-20,AMZN Mktp UK*2084,-69.17,Shopping,2024-01-20,69.17
2023-02-23,Sky Ireland TV & Broadband,137.99 EUR,Utilities & Bills,2023-02-23,137.99
2023-06-18,  Dominos Pizza DUNDALK   ,-4.63,Dining & Takeaway,2023-06-18,4.63
2025-04-02,  ALDI STORE 2917   ,?93.44,Groceries,2025-04-02,93.44
"Mar 07, 2024",Supervalu Dublin,-47.10,Groceries,2024-03-07,47.1
23/12/2024,YOUTUBE PREMIUM,34.62,Entertainment & Subscriptions,2024-12-23,34.62
2023.11.24,UBER *TRIP 7941,-31.45,Transport,2023-11-24,31.45
"Apr 13, 2024",  Lidl 9722 SWORDS   ,52.90,Groceries,2024-04-13,52.9
2023-01-11,Marks & Spencer Food,-13.43,Groceries,2023-01-11,13.43
2024-05-17,Spar Express Limerick,-?20.65,Groceries,2024-05-17,20.65
"Jan 19, 2023",  Dominos Pizza BRAY   ,-13.95,Dining & Takeaway,2023-01-19,13.95
05/03/2023,THE LOCAL PUB & GRILL,-?22.15,Dining & Takeaway,2023-03-05,22.15
22/04/2025,dublin bus 2450,-?2.40,Transport,2025-04-22,2.4
2025-04-12,SPAR EXPRESS GALWAY,-55.62,Groceries,2025-04-12,55.62
2023-08-17,Tesco Express,?19.98,Groceries,2023-08-17,19.98
2025-03-01,  ALDI STORE 6002   ,-?32.14,Groceries,2025-03-01,32.14
26/04/2025,  IRISH RAIL ONLINE   ,-18.11,Transport,2025-04-26,18.11
28/01/2023,Lidl 8572 DUBLIN,-82.06,Groceries,2023-01-28,82.06
2023-08-18,  VODAFONE BILL PAY   ,?127.13,Utilities & Bills,2023-08-18,127.13
21/03/2024,Uber *Trip 3577,-?8.69,Transport,2024-03-21,8.69
27/01/2024,Boojum Burrito DUBLIN,-4.86,Dining & Takeaway,2024-01-27,4.86
2024-09-08,  TESCO EXTRA SWORDS   ,-?90.20,Groceries,2024-09-08,90.2
2023-10-14,BOOTS PHARMACY GALWAY,-?10.00,Shopping,2023-10-14,10.0
"Jul 26, 2024",Dominos Pizza CORK,-?4.47,Dining & Takeaway,2024-07-26,4.47
"Dec 29, 2023",free now taxi dublin,?7.58,Transport,2023-12-29,7.58
2025-05-03,  DISNEY PLUS MONTHLY   ,-?14.75,Entertainment & Subscriptions,2025-05-03,14.75
27/04/2025,SPAR EXPRESS GALWAY,-68.14,Groceries,2025-04-27,68.14
2023.06.09,VODAFONE BILL PAY,-63.30,Utilities & Bills,2023-06-09,63.3
23/02/2023,TK MAXX GALWAY,-111.29,Shopping,2023-02-23,111.29
01/11/2024,Youtube Premium,-4.99,Entertainment & Subscriptions,2024-11-01,4.99
15/03/2025,Boojum Burrito DUNDALK,-5.13,Dining & Takeaway,2025-03-15,5.13
2023-05-09,mcdonalds dundalk,-56.93,Dining & Takeaway,2023-05-09,56.93
2025-03-05,ZARA IRELAND DUBLIN,10.00,Shopping,2025-03-05,10.0
2023-02-09,Tesco Store #4661,-35.66,Groceries,2023-02-09,35.66
"Jan 22, 2025",Netflix.com monthly,20.16,Entertainment & Subscriptions,2025-01-22,20.16
2023.05.26,  Nandos CORK   ,-?3.80,Dining & Takeaway,2023-05-26,3.8
2023.01.03,APPLE.COM/BILL,-33.88,Entertainment & Subscriptions,2023-01-03,33.88
2024-04-09,LIDL IRELAND,-79.03,Groceries,2024-04-09,79.03
2025.06.28,VODAFONE BILL PAY,-168.89,Utilities & Bills,2025-06-28,168.89
2024-12-24,ALDI IRELAND GMBH,-115.00,Groceries,2024-12-24,115.0
26/01/2024,ALDI STORE 5763,-8.50,Groceries,2024-01-26,8.5
2023-03-23,  Tesco Express   ,-87.87,Groceries,2023-03-23,87.87
04/01/2023,McDonalds GALWAY,42.14,Dining & Takeaway,2023-01-04,42.14
2024-06-12,SPAR EXPRESS KILKENNY,-?8.50,Groceries,2024-06-12,8.5
2024-12-16,  Insomnia Coffee Co   ,42.51,Dining & Takeaway,2024-12-16,42.51
10/06/2025,Dominos Pizza DUNDALK,-?29.53,Dining & Takeaway,2025-06-10,29.53
29/05/2025,Sky Ireland TV & Broadband,-?79.28,Utilities & Bills,2025-05-29,79.28
2023-01-21,Tesco Store #5831,-28.84,Groceries,2023-01-21,28.84
2025-01-05,  LEAP CARD AUTO TOPUP   ,,Transport,2025-01-05,22.12
2024-07-25,SPOTIFY AB 3727 EUR,?29.04,Entertainment & Subscriptions,2024-07-25,29.04
30/12/2023,ZARA IRELAND KILKENNY,-239.44,Shopping,2023-12-30,239.44
2023-10-04,Steam Games Purchase,8.85,Entertainment & Subscriptions,2023-10-04,8.85
18/06/2025,THE LOCAL PUB & GRILL,?8.76,Dining & Takeaway,2025-06-18,8.76
2024-07-05,Dominos Pizza Cork,-41.11,Dining & Takeaway,2024-07-05,41.11
2024-04-03,  Dominos Pizza CORK   ,-3.80,Dining & Takeaway,2024-04-03,3.8
2025-04-26,Nandos SWORDS,?5.05,Dining & Takeaway,2025-04-26,5.05
2024-09-11,  Brown Thomas Dublin   ,-84.33,Shopping,2024-09-11,84.33
2025.05.22,  ALDI STORE 6613   ,-58.53,Groceries,2025-05-22,58.53
28/04/2025,Nandos SWORDS,-3.80,Dining & Takeaway,2025-04-28,3.8
"Jan 20, 2025",Marks & Spencer Food,-88.52,Groceries,2025-01-20,88.52
"Feb 14, 2024",PENNEYS PRIMARK DUNDALK,127.88,Shopping,2024-02-14,127.88
2024-07-04,Tesco Express,-?8.50,Groceries,2024-07-04,8.5
31/12/2024,  Decathlon Sports Ireland   ,-68.10,Shopping,2024-12-31,68.1
2023-10-25,Marks & Spencer Food,-?79.90,Groceries,2023-10-25,79.9
2024.10.28,  DELIVEROO.IE *9566   ,-21.64,Dining & Takeaway,2024-10-28,21.64
2024-04-14,Tesco Store #2213,-19.24,Groceries,2024-04-14,19.24
2023-12-23,Flyefit Gym Monthly Dd,-48.12,Health & Fitness,2023-12-23,48.12
2023-08-21,PLAYSTATION NETWORK 7243,-?35.04,Entertainment & Subscriptions,2023-08-21,35.04
2024-11-04,LIDL IRELAND,?76.54,Groceries,2024-11-04,76.54
2023-02-14,JUST EAT 6208,17.29 EUR,Dining & Takeaway,2023-02-14,17.29
2024-07-22,THE LOCAL PUB & GRILL,-3.80,Dining & Takeaway,2024-07-22,3.8
"Jan 29, 2023",Costa Coffee Swords,-?43.23,Dining & Takeaway,2023-01-29,43.23
20/12/2024,RYANAIR *7776 AIRLINE,-223.40,Travel,2024-12-20,223.4
2024-07-20,Marks & Spencer Food,?77.66,Groceries,2024-07-20,77.66
2024.01.03,Starbucks Coffee #5153,-20.99,Dining & Takeaway,2024-01-03,20.99
2023-07-20,LEAP CARD AUTO TOPUP,-34.71,Transport,2023-07-20,34.71
2023.04.08,Starbucks Coffee #5047,-?23.36,Dining & Takeaway,2023-04-08,23.36
2024-02-27,Brown Thomas Dublin,-118.48,Shopping,2024-02-27,118.48
2024-03-02,Audible UK Monthly,-17.13,Entertainment & Subscriptions,2024-03-02,17.13
2024-08-12,CIRCLE K DUBLIN,?2.40,Transport,2024-08-12,2.4
2025-06-03,FLYEfit Gym Monthly DD,?47.61,Health & Fitness,2025-06-03,47.61
2025-06-09,asos.com orders,?10.00,Shopping,2025-06-09,10.0
16/06/2023,Tesco Express,23.23,Groceries,2023-06-16,23.23
2025-01-28,BOOTS PHARMACY DUBLIN,-25.22,Shopping,2025-01-28,25.22
2025-03-27,LEAP CARD AUTO TOPUP,-?31.74,Transport,2025-03-27,31.74
2024-09-25,  Tesco Express   ,-?70.56,Groceries,2024-09-25,70.56
2024-11-16,Costa Coffee LIMERICK,-?21.99,Dining & Takeaway,2024-11-16,21.99
2023-09-01,JUST EAT 8513,-34.33,Dining & Takeaway,2023-09-01,34.33
"May 17, 2025",SuperValu CORK,-66.14,Groceries,2025-05-17,66.14
"Jan 15, 2023",Dublin Airport Parking,-?504.09,Travel,2023-01-15,504.09
2024.04.29,DUNNES STORES DUBLIN,65.55,Groceries,2024-04-29,65.55
"Jun 22, 2025",Bord Gais Energy DD,?125.69,Utilities & Bills,2025-06-22,125.69
2024.07.07,gym plus membership,-?29.75,Health & Fitness,2024-07-07,29.75
2024-05-28,spotify ab 3142 eur,-31.02,Entertainment & Subscriptions,2024-05-28,31.02
2024-04-14,nandos limerick,-?51.35,Dining & Takeaway,2024-04-14,51.35
22/02/2024,audible uk monthly,17.53 EUR,Entertainment & Subscriptions,2024-02-22,17.53
2024-11-04,AMZN Mktp UK*1462,149.90,Shopping,2024-11-04,149.9
18/04/2025,Boojum Burrito CORK,?18.87,Dining & Takeaway,2025-04-18,18.87
"Dec 26, 2024",Lidl 6108 SWORDS,-25.23,Groceries,2024-12-26,25.23
07/06/2025,DUNNES STORES DUBLIN,?47.76,Groceries,2025-06-07,47.76
2024-08-12,SPOTIFY AB 6362 EUR,-4.99,Entertainment & Subscriptions,2024-08-12,4.99
2024-04-28,ALDI STORE 8905,41.02,Groceries,2024-04-28,41.02
2024-06-28,,19.58,Dining & Takeaway,2024-06-28,19.58
2024-07-07,the local pub & grill,-45.56,Dining & Takeaway,2024-07-07,45.56
2023-09-08,  Nandos GALWAY   ,-?23.14,Dining & Takeaway,2023-09-08,23.14
2025-05-30,DELIVEROO.IE *5117,-45.05,Dining & Takeaway,2025-05-30,45.05
2024-04-10,Gourmet Burger Kitchen,-30.62,Dining & Takeaway,2024-04-10,30.62
2024-05-23,spotify ab 3160 eur,-?7.27,Entertainment & Subscriptions,2024-05-23,7.27
2024-06-04,Youtube Premium,-5.93,Entertainment & Subscriptions,2024-06-04,5.93
2024-02-24,Costa Coffee DUNDALK,-17.61,Dining & Takeaway,2024-02-24,17.61
31/10/2024,  Boojum Burrito CORK   ,-21.66,Dining & Takeaway,2024-10-31,21.66
2024.11.14,Tesco Store #2423,?25.78,Groceries,2024-11-14,25.78
"Jul 11, 2023",DISNEY PLUS MONTHLY,7.62 EUR,Entertainment & Subscriptions,2023-07-11,7.62
"Sep 14, 2023",dunnes stores galway,-91.28,Groceries,2023-09-14,91.28
2024-10-24,  Lidl 9748 BRAY   ,-?40.35,Groceries,2024-10-24,40.35
03/09/2023,Tesco Store #4293,-40.60,Groceries,2023-09-03,40.6
2023-04-04,SuperValu GALWAY,-?57.09,Groceries,2023-04-04,57.09
2025-01-26,Steam Games Purchase,-6.52,Entertainment & Subscriptions,2025-01-26,6.52
2023-07-17,Insomnia Coffee Co,-12.30,Dining & Takeaway,2023-07-17,12.3
2024-10-23,  PENNEYS PRIMARK CORK   ,-81.78,Shopping,2024-10-23,81.78
2025-06-20,LIDL IRELAND,-92.22,Groceries,2025-06-20,92.22
2023-11-05,THE LOCAL PUB & GRILL,-?38.23,Dining & Takeaway,2023-11-05,38.23
2023.06.30,irish rail online,?7.17,Transport,2023-06-30,7.17
2024-07-12,VIRGIN MEDIA IRELAND,-?81.46,Utilities & Bills,2024-07-12,81.46
2024-12-30,Starbucks Coffee #4878,74.76 EUR,Dining & Takeaway,2024-12-30,74.76
01/01/2023,  Insomnia Coffee Co   ,-25.65,Dining & Takeaway,2023-01-01,25.65
2025-04-14,Tesco Express,-8.50,Groceries,2025-04-14,8.5
11/06/2023,Irish Water Direct Debit,-150.75,Utilities & Bills,2023-06-11,150.75
09/04/2024,Applegreen Motorway Services,-?39.54,Transport,2024-04-09,39.54
2023-02-12,McDonalds GALWAY,13.05 EUR,Dining & Takeaway,2023-02-12,13.05
2023-07-04,  AMZN PRIME MEMBER   ,4.99,Entertainment & Subscriptions,2023-07-04,4.99
2024-08-04,Starbucks Coffee #1816,-8.52,Dining & Takeaway,2024-08-04,8.52
25/07/2023,Tesco Express,8.50,Groceries,2023-07-25,8.5
2024-04-27,ODEON CINEMAS CORK,-?6.36,Entertainment & Subscriptions,2024-04-27,6.36
2023-03-06,IKEA DUBLIN STORE,-29.74,Shopping,2023-03-06,29.74
"Apr 15, 2025",  DUNNES STORES LIMERICK   ,-92.67,Groceries,2025-04-15,92.67
27/11/2024,  APPLE STORE RETAIL   ,-?15.45,Shopping,2024-11-27,15.45
2023-07-01,SHELL PETROL 1341,?2.40,Transport,2023-07-01,2.4
18/06/2023,Audible UK Monthly,-?9.83,Entertainment & Subscriptions,2023-06-18,9.83
10/11/2024,Steam Games Purchase,-6.58,Entertainment & Subscriptions,2024-11-10,6.58
2023.05.21,SPAR EXPRESS DUNDALK,?62.42,Groceries,2023-05-21,62.42
2024.01.02,SPOTIFY AB 9674 EUR,-17.28,Entertainment & Subscriptions,2024-01-02,17.28
16/12/2024,ZARA IRELAND SWORDS,-14.30,Shopping,2024-12-16,14.3
2023-02-21,SHELL PETROL 7724,?17.18,Transport,2023-02-21,17.18
2025-06-23,THE LOCAL PUB & GRILL,28.86,Dining & Takeaway,2025-06-23,28.86
2024-11-17,Audible UK Monthly,-35.82,Entertainment & Subscriptions,2024-11-17,35.82
2024-12-02,Marks & Spencer Food,-?164.96,Groceries,2024-12-02,164.96
2023-11-01,SuperValu LIMERICK,-64.82,Groceries,2023-11-01,64.82
2024-05-03,JUST EAT 7059,?7.43,Dining & Takeaway,2024-05-03,7.43
07/11/2023,PENNEYS PRIMARK SWORDS,-146.25,Shopping,2023-11-07,146.25
15/06/2023,  Applegreen Motorway Services   ,?2.40,Transport,2023-06-15,2.4
29/05/2024,YOUTUBE PREMIUM,-?7.22,Entertainment & Subscriptions,2024-05-29,7.22
2023-10-27,Applegreen Motorway Services,-37.22,Transport,2023-10-27,37.22
2024-04-17,,12.76,Transport,2024-04-17,12.76
17/05/2023,FREE NOW TAXI DUBLIN,?2.40,Transport,2023-05-17,2.4
2023-12-27,Decathlon Sports Ireland,-16.00,Shopping,2023-12-27,16.0
26/01/2023,Marks & Spencer Food,-78.79,Groceries,2023-01-26,78.79
"Nov 09, 2023",applegreen motorway services,?2.40,Transport,2023-11-09,2.4
29/06/2024,JUST EAT 2800,?26.98,Dining & Takeaway,2024-06-29,26.98
2025-04-11,SPAR EXPRESS SWORDS,8.50,Groceries,2025-04-11,8.5
2024-09-26,  UBER *TRIP 5671   ,-16.29,Transport,2024-09-26,16.29
2024-06-27,  PLAYSTATION NETWORK 2128   ,-15.07,Entertainment & Subscriptions,2024-06-27,15.07
2024-03-02,leap card auto topup,-4.45,Transport,2024-03-02,4.45
2025-03-15,  Steam Games Purchase   ,-36.29,Entertainment & Subscriptions,2025-03-15,36.29
2025-03-29,spotify ab 5463 eur,-10.66,Entertainment & Subscriptions,2025-03-29,10.66
2023-06-06,Applegreen Motorway Services,-2.40,Transport,2023-06-06,2.4
2023.04.11,ALDI IRELAND GMBH,-29.80,Groceries,2023-04-11,29.8
2025-06-26,LEAP CARD AUTO TOPUP,,Transport,2025-06-26,21.53
2024-10-12,ALDI STORE 4133,-41.08,Groceries,2024-10-12,41.08
2024-08-31,McDonalds CORK,-?46.56,Dining & Takeaway,2024-08-31,46.56
"Apr 11, 2025",tfi leap card topup,-?5.42,Transport,2025-04-11,5.42
18/11/2024,just eat 1208,-?21.44,Dining & Takeaway,2024-11-18,21.44
2024.09.23,SPAR EXPRESS LIMERICK,-93.56,Groceries,2024-09-23,93.56
2024-04-19,FREE NOW TAXI DUBLIN,-11.83,Transport,2024-04-19,11.83
2025-05-10,PureGym Direct Debit,-?48.82,Health & Fitness,2025-05-10,48.82
2024-02-26,ALDI STORE 8944,-50.41,Groceries,2024-02-26,50.41
23/04/2024,tesco extra cork,?93.89,Groceries,2024-04-23,93.89
12/02/2024,  TFI Leap Card Topup   ,7.74 EUR,Transport,2024-02-12,7.74
2024-04-26,Applegreen Motorway Services,-?33.49,Transport,2024-04-26,33.49
"Jul 17, 2024",THE LOCAL PUB & GRILL,-?28.47,Dining & Takeaway,2024-07-17,28.47
2023-08-29,DISNEY PLUS MONTHLY,-4.99,Entertainment & Subscriptions,2023-08-29,4.99
2024-04-24,Gourmet Burger Kitchen,-?28.70,Dining & Takeaway,2024-04-24,28.7
30/03/2024,  IRISH RAIL ONLINE   ,?26.89,Transport,2024-03-30,26.89
"Mar 10, 2025",Dominos Pizza KILKENNY,-?11.96,Dining & Takeaway,2025-03-10,11.96
30/12/2024,SPAR EXPRESS GALWAY,-?48.13,Groceries,2024-12-30,48.13
2025-04-16,  APPLE STORE RETAIL   ,-?103.66,Shopping,2025-04-16,103.66
2025-04-11,Gourmet Burger Kitchen,12.16,Dining & Takeaway,2025-04-11,12.16
2023-10-21,Applegreen Motorway Services,-2.40,Transport,2023-10-21,2.4
"Mar 26, 2025",DART TICKET MACHINE,-33.51,Transport,2025-03-26,33.51
25/06/2025,LEAP CARD AUTO TOPUP,-15.24,Transport,2025-06-25,15.24
2023-07-27,puregym direct debit,31.81,Health & Fitness,2023-07-27,31.81
06/08/2024,VIRGIN MEDIA IRELAND,-116.47,Utilities & Bills,2024-08-06,116.47
09/03/2023,Applegreen Motorway Services,-?4.93,Transport,2023-03-09,4.93
"Feb 03, 2023",Gourmet Burger Kitchen,10.40,Dining & Takeaway,2023-02-03,10.4
2023-04-10,Audible UK Monthly,?18.20,Entertainment & Subscriptions,2023-04-10,18.2
2023-08-08,Insomnia Coffee Co,-53.37,Dining & Takeaway,2023-08-08,53.37
2025-02-16,  DISNEY PLUS MONTHLY   ,-41.58,Entertainment & Subscriptions,2025-02-16,41.58
28/09/2023,ODEON CINEMAS CORK,8.28,Entertainment & Subscriptions,2023-09-28,8.28
2025-05-30,DUNNES STORES DUNDALK,-45.90,Groceries,2025-05-30,45.9
2024-12-14,SuperValu LIMERICK,-?91.84,Groceries,2024-12-14,91.84
2025-06-13,Marks & Spencer Food,-?54.35,Groceries,2025-06-13,54.35
05/04/2023,Sky Ireland TV & Broadband,,Utilities & Bills,2023-04-05,49.29
2024-11-04,Boojum Burrito GALWAY,?298.16,Dining & Takeaway,2024-11-04,298.16
2024.02.12,Insomnia Coffee Co,?37.53,Dining & Takeaway,2024-02-12,37.53
2025-06-13,Tesco Express,-58.27,Groceries,2025-06-13,58.27
2023.06.27,Ikea Dublin Store,-161.64,Shopping,2023-06-27,161.64
2023.02.06,ASOS.COM ORDERS,-67.64,Shopping,2023-02-06,67.64
2024-12-11,Nandos DUBLIN,-35.70,Dining & Takeaway,2024-12-11,35.7
2023-11-09,Dublin Bus 4444,-31.13,Transport,2023-11-09,31.13
2024-03-18,lidl ireland,?54.92,Groceries,2024-03-18,54.92
"Dec 12, 2024",TFI Leap Card Topup,-2.40,Transport,2024-12-12,2.4
2024-05-25,DUBLIN BUS 8395,-27.96,Transport,2024-05-25,27.96
2023-12-02,  DUNNES STORES GALWAY   ,?86.59,Groceries,2023-12-02,86.59
2024.10.15,DART TICKET MACHINE,,Transport,2024-10-15,18.55
14/05/2023,TESCO EXTRA DUBLIN,63.56,Groceries,2023-05-14,63.56
2025.04.14,ELECTRIC IRELAND DD,-102.58,Utilities & Bills,2025-04-14,102.58
2023.05.21,  Dominos Pizza DUNDALK   ,-58.72,Dining & Takeaway,2023-05-21,58.72
2025-06-16,the local pub & grill,-32.53,Dining & Takeaway,2025-06-16,32.53
2024-09-28,TESCO EXTRA KILKENNY,-85.78,Groceries,2024-09-28,85.78
2025-02-02,  SuperValu LIMERICK   ,-30.51,Groceries,2025-02-02,30.51
2024-09-01,  Audible UK Monthly   ,-17.09,Entertainment & Subscriptions,2024-09-01,17.09
2023-11-23,Marks & Spencer Food,-29.60,Groceries,2023-11-23,29.6
2024-04-18,,-?34.88,Dining & Takeaway,2024-04-18,34.88
2024-01-18,Lidl 5021 GALWAY,-56.40,Groceries,2024-01-18,56.4
2024-08-27,Bord Gais Energy DD,-?85.59,Utilities & Bills,2024-08-27,85.59
2023.03.09,,36.94,Dining & Takeaway,2023-03-09,36.94
2023-09-05,VIRGIN MEDIA IRELAND,168.80 EUR,Utilities & Bills,2023-09-05,168.8
"Feb 22, 2025",,?63.91,Groceries,2025-02-22,63.91
2025-04-14,TESCO EXTRA DUBLIN,-20.11,Groceries,2025-04-14,20.11
"May 27, 2025",LEAP CARD AUTO TOPUP,-?2.40,Transport,2025-05-27,2.4
24/03/2024,supervalu swords,?76.53,Groceries,2024-03-24,76.53
2025-03-28,Gourmet Burger Kitchen,-?67.43,Dining & Takeaway,2025-03-28,67.43
"May 12, 2025",Boojum Burrito Cork,-28.60,Dining & Takeaway,2025-05-12,28.6
2025-05-09,  AMZN Mktp UK*2984   ,-?154.52,Shopping,2025-05-09,154.52
2023-04-19,Aldi Ireland Gmbh,-38.31,Groceries,2023-04-19,38.31
2025-03-29,Lidl 2896 Galway,-101.71,Groceries,2025-03-29,101.71
2025.03.28,Tk Maxx Cork,-45.11,Shopping,2025-03-28,45.11
18/08/2024,dominos pizza dublin,-10.10,Dining & Takeaway,2024-08-18,10.1
2025.01.26,Dominos Pizza KILKENNY,47.91,Dining & Takeaway,2025-01-26,47.91
14/03/2025,Boojum Burrito SWORDS,-14.44,Dining & Takeaway,2025-03-14,14.44
2024-10-11,TESCO EXTRA KILKENNY,-72.51,Groceries,2024-10-11,72.51
2023-01-16,,-?50.16,Groceries,2023-01-16,50.16
2024-05-08,Lidl 4181 Cork,-14.17,Groceries,2024-05-08,14.17
06/11/2024,ALDI STORE 5403,-32.60,Groceries,2024-11-06,32.6
15/06/2025,shell petrol 7987,-4.63,Transport,2025-06-15,4.63
11/11/2023,SuperValu DUBLIN,-?54.20,Groceries,2023-11-11,54.2
2024.09.21,,?20.89,Entertainment & Subscriptions,2024-09-21,20.89
2025-04-27,  THE LOCAL PUB & GRILL   ,-?14.80,Dining & Takeaway,2025-04-27,14.8
2023-08-18,FREE NOW TAXI DUBLIN,-19.75,Transport,2023-08-18,19.75
2023-09-24,tesco express,69.10,Groceries,2023-09-24,69.1
04/06/2025,SuperValu CORK,-?54.72,Groceries,2025-06-04,54.72
2023-08-07,APPLE STORE RETAIL,-?78.15,Shopping,2023-08-07,78.15
